"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","nearest_gene","distance_to_linked_gene","nearest_was_right","nearest_testable_gene","nearest_testable_was_right"
"chr1",1206691,1222387,15697,"*",0.0696233724541984,"TNFRSF18","chr1-1221728-1223045",2.91893878486949,0.00175612593777308,"TNFRSF4",15695.5,FALSE,"TNFRSF4",FALSE
"chr1",1206691,1623227,416537,"*",0.0591907052775962,"TNFRSF18","chr1-1613696-1632757",2.74732577203815,0.00300417110441029,"MIB2",416535.5,FALSE,"TNFRSF4",FALSE
"chr1",1214138,1215150,1013,"*",0.167593353327517,"TNFRSF4","chr1-1210271-1220028",8.21257770778925,1.08244931449659e-16,"TNFRSF4",1011.5,TRUE,"TNFRSF4",TRUE
"chr1",6209389,6448488,239100,"*",0.12572061969703,"RPL22","chr1-6446715-6450260",1.66879470647594,0.0475790360835553,"TNFRSF25",239098.5,FALSE,"TNFRSF25",FALSE
"chr1",6209389,6461269,251881,"*",0.183896076382833,"RPL22","chr1-6459432-6463105",2.31134539315014,0.0104068922947726,"TNFRSF25",251879.5,FALSE,"TNFRSF25",FALSE
"chr1",6209389,6465595,256207,"*",0.167982612250515,"RPL22","chr1-6463636-6467553",2.01651332620599,0.0218731630756698,"TNFRSF25",256205.5,FALSE,"TNFRSF25",FALSE
"chr1",6448488,6466195,17708,"*",0.0875271907688261,"TNFRSF25","chr1-6446715-6450260",2.0815907556326,0.0186899332609062,"TNFRSF25",17707.5,TRUE,"TNFRSF25",TRUE
"chr1",6455197,6466195,10999,"*",0.0677582989643215,"TNFRSF25","chr1-6454440-6455954",1.67596832059592,0.0468721989870964,"TNFRSF25",10998,TRUE,"TNFRSF25",TRUE
"chr1",6461269,6466195,4927,"*",0.159079610483396,"TNFRSF25","chr1-6459432-6463105",3.52893997488876,0.000208613877317124,"TNFRSF25",4926.5,TRUE,"TNFRSF25",TRUE
"chr1",6465595,6466195,601,"*",0.132468066179462,"TNFRSF25","chr1-6463636-6467553",2.85251573252706,0.00216873326586704,"TNFRSF25",600.5,TRUE,"TNFRSF25",TRUE
"chr1",8926350,8945867,19518,"*",0.207710726587584,"CA6","chr1-8924588-8928112",3.63801971613714,0.000137371198730493,"CA6",19517,TRUE,"CA6",TRUE
"chr1",8945867,8946662,796,"*",0.133469160609654,"CA6","chr1-8945558-8947766",2.18680104827115,0.0143785254612871,"CA6",795,TRUE,"CA6",TRUE
"chr1",8945867,8970469,24603,"*",0.139198047130792,"CA6","chr1-8969008-8971929",2.39931162230221,0.00821296455995035,"CA6",24601.5,TRUE,"CA6",TRUE
"chr1",9163734,9539482,375749,"*",0.107810595374755,"SLC25A33","chr1-9162705-9164763",1.6801717705453,0.0464619500461927,"GPR157",375748,FALSE,"CA6",FALSE
"chr1",9950723,10032832,82110,"*",0.0534963173337689,"UBE4B","chr1-9949702-9951744",1.75541478988368,0.0395941920432861,"NMNAT1",82109,FALSE,"CTNNBIP1",FALSE
"chr1",10022877,10032832,9956,"*",0.0590969182691776,"UBE4B","chr1-10022566-10023188",2.06045171417253,0.0196776887074768,"UBE4B",9955,TRUE,"UBE4B",TRUE
"chr1",10029242,10032832,3591,"*",0.055192354861219,"UBE4B","chr1-10028913-10029571",2.10305898449621,0.0177303068596403,"UBE4B",3590,TRUE,"UBE4B",TRUE
"chr1",10029242,10210805,181564,"*",0.106467784861067,"KIF1B","chr1-10028913-10029571",1.86642055006077,0.0309912751047446,"UBE4B",181563,FALSE,"UBE4B",FALSE
"chr1",10032832,10388300,355469,"*",0.0568145182641798,"UBE4B","chr1-10387617-10388982",1.79888345372298,0.0360185592419882,"PGD",355467.5,FALSE,"PEX14",FALSE
"chr1",10210805,10378066,167262,"*",0.136943529729309,"KIF1B","chr1-10377170-10378961",1.68858344702662,0.0456496425199563,"PGD",167260.5,FALSE,"PEX14",FALSE
"chr1",10210805,10415269,204465,"*",0.17341754560744,"KIF1B","chr1-10414668-10415869",2.17190392967521,0.0149314550086799,"APITD1-CORT",204463.5,FALSE,"PEX14",FALSE
"chr1",11789947,12166943,376997,"*",0.231628326777055,"TNFRSF1B","chr1-11787134-11792759",2.76614345041437,0.00283617882481071,"CLCN6",376996.5,FALSE,"TNFRSF1B",TRUE
"chr1",11961092,12166943,205852,"*",0.183355227561932,"TNFRSF1B","chr1-11960443-11961741",1.70641748711925,0.0439651885156257,"MFN2",205851,FALSE,"TNFRSF1B",TRUE
"chr1",12146891,12166943,20053,"*",0.234208671255744,"TNFRSF1B","chr1-12139589-12154193",2.16979436180865,0.0150112138462416,"TNFRSF1B",20052,TRUE,"TNFRSF1B",TRUE
"chr1",12146891,12617731,470841,"*",-0.0612420498865049,"DHRS3","chr1-12139589-12154193",-2.12939000379711,0.016611003404263,"TNFRSF1B",470840,FALSE,"TNFRSF1B",FALSE
"chr1",12166943,12376765,209823,"*",0.182047696515026,"TNFRSF1B","chr1-12376191-12377338",1.65566384151896,0.0488949568394323,"VPS13D",209821.5,FALSE,"TNFRSF1B",TRUE
"chr1",12197461,12617731,420271,"*",-0.0514715392281667,"DHRS3","chr1-12196269-12198653",-1.81590864058761,0.0346921938227138,"TNFRSF1B",420270,FALSE,"TNFRSF1B",FALSE
"chr1",12449779,12617731,167953,"*",0.104127342008822,"DHRS3","chr1-12448743-12450814",1.88703124724552,0.0295780614778852,"DHRS3",167952.5,TRUE,"DHRS3",TRUE
"chr1",12617731,12618179,449,"*",0.0901090116439608,"DHRS3","chr1-12615346-12621011",1.83922755561127,0.032940861648784,"DHRS3",447.5,TRUE,"DHRS3",TRUE
"chr1",15066137,15409895,343759,"*",0.202835422298459,"EFHD2","chr1-15065639-15066635",2.99708712893911,0.00136286398603981,"TMEM51",343758,FALSE,"EFHD2",TRUE
"chr1",15080506,15409895,329390,"*",0.102764906729212,"EFHD2","chr1-15080311-15080700",1.71997124682729,0.0427188341449552,"TMEM51",329389.5,FALSE,"EFHD2",TRUE
"chr1",15231849,15409895,178047,"*",0.0963450221935599,"EFHD2","chr1-15231388-15232310",1.65816803813593,0.0486417770270135,"FHAD1",178046,FALSE,"EFHD2",TRUE
"chr1",15246841,15409895,163055,"*",0.112277687201471,"EFHD2","chr1-15245849-15247832",1.79941722779618,0.0359763532084964,"FHAD1",163054.5,FALSE,"EFHD2",TRUE
"chr1",15261354,15409895,148542,"*",0.128577773054587,"EFHD2","chr1-15260607-15262100",1.86864911437409,0.0308358239354844,"FHAD1",148541.5,FALSE,"EFHD2",TRUE
"chr1",15346226,15409895,63670,"*",0.150998043577551,"EFHD2","chr1-15344804-15347647",2.35914387082082,0.00915857639404617,"EFHD2",63669.5,TRUE,"EFHD2",TRUE
"chr1",15409895,15410973,1079,"*",0.137709266824205,"EFHD2","chr1-15407068-15414877",2.43008570282319,0.00754762646148519,"EFHD2",1077.5,TRUE,"EFHD2",TRUE
"chr1",15409895,15416892,6998,"*",0.124859210185259,"EFHD2","chr1-15415631-15418153",1.90095313151162,0.028654075919423,"EFHD2",6997,TRUE,"EFHD2",TRUE
"chr1",15409895,15431886,21992,"*",0.129673842819858,"EFHD2","chr1-15428260-15435512",2.05483797710816,0.0199473283682469,"CTRC",21991,FALSE,"EFHD2",TRUE
"chr1",17060669,17308195,247527,"*",0.127748689066172,"PADI4","chr1-17059399-17061938",2.24552604890578,0.0123671909540556,"SDHB",247526.5,FALSE,"PADI4",TRUE
"chr1",17066648,17308195,241548,"*",0.133230757177031,"PADI4","chr1-17065610-17067685",1.92883004356619,0.0268759823922486,"SDHB",241547.5,FALSE,"PADI4",TRUE
"chr1",17098500,17308195,209696,"*",0.121551947943154,"PADI4","chr1-17097924-17099075",2.25363973539805,0.0121094207217119,"PADI2",209695.5,FALSE,"PADI4",TRUE
"chr1",17282174,17308195,26022,"*",0.153521035596538,"PADI4","chr1-17281601-17282746",2.6400249446587,0.00414499625983203,"PADI4",26021.5,TRUE,"PADI4",TRUE
"chr1",17308195,17308411,217,"*",0.167751947542167,"PADI4","chr1-17307771-17309051",3.16366525068464,0.000778979386192,"PADI4",216,TRUE,"PADI4",TRUE
"chr1",17308195,17310845,2651,"*",0.104940406531869,"PADI4","chr1-17309988-17311701",1.78563934989711,0.0370788356406207,"PADI4",2649.5,TRUE,"PADI4",TRUE
"chr1",17308195,17312428,4234,"*",0.0870093880819283,"PADI4","chr1-17312214-17312642",1.67376604514834,0.0470882940011073,"PADI4",4233,TRUE,"PADI4",TRUE
"chr1",17308195,17630080,321886,"*",0.148005783713608,"PADI4","chr1-17628552-17631607",2.6085575157993,0.00454623651199122,"ARHGEF10L",321884.5,FALSE,"PADI4",TRUE
"chr1",17308195,17635810,327616,"*",0.124098166840961,"PADI4","chr1-17634916-17636703",2.33275134925743,0.00983059971611402,"ARHGEF10L",327614.5,FALSE,"PADI4",TRUE
"chr1",20588948,20589230,283,"*",0.265772069776771,"CDA","chr1-20587409-20591050",3.77552376985126,7.98358982423296e-05,"CDA",281.5,TRUE,"CDA",TRUE
"chr1",20588948,20604267,15320,"*",0.135205159427999,"CDA","chr1-20603420-20605114",1.6831198487023,0.046175946394451,"CDA",15319,TRUE,"CDA",TRUE
"chr1",21294470,21345504,51035,"*",0.0528908535727424,"ECE1","chr1-21287896-21301043",3.58344957659729,0.000169543122986973,"ECE1",51034.5,TRUE,"ECE1",TRUE
"chr1",22636506,22636583,78,"*",0.0877920502644005,"C1QA","chr1-22636401-22636764",5.34923170956288,4.41641976816504e-08,"C1QA",76.5,TRUE,"C1QA",TRUE
"chr1",22636583,22652762,16180,"*",0.0872698542502826,"C1QB","chr1-22636401-22636764",7.00542685596063,1.23116974366323e-12,"C1QA",16179.5,FALSE,"C1QA",FALSE
"chr1",22710839,22710967,129,"*",0.0957278122478762,"EPHB2","chr1-22710052-22711882",2.13709770614814,0.0162950227481446,"EPHB2",128,TRUE,"EPHB2",TRUE
"chr1",22710839,22746306,35468,"*",0.0877044414978686,"EPHB2","chr1-22745854-22746757",1.98497666647653,0.0235735337992648,"EPHB2",35466.5,TRUE,"EPHB2",TRUE
"chr1",23559794,23613157,53364,"*",0.0791647763947742,"ID3","chr1-23611700-23614614",2.29539074971703,0.010855370499786,"MDS2",53363,FALSE,"MDS2",FALSE
"chr1",23559794,23618447,58654,"*",0.0657567050972016,"ID3","chr1-23615606-23621287",1.89896472090951,0.028784557339572,"MDS2",58652.5,FALSE,"MDS2",FALSE
"chr1",23581495,23618447,36953,"*",0.0991315608811492,"MDS2","chr1-23615606-23621287",1.93700354427394,0.0263724550594475,"MDS2",36951.5,TRUE,"MDS2",TRUE
"chr1",23618447,23691779,73333,"*",0.262036026371993,"RPL11","chr1-23615606-23621287",1.76400941810363,0.0388651967783549,"MDS2",73332.5,FALSE,"MDS2",FALSE
"chr1",23720611,23913362,192752,"*",0.0676418565810681,"CNR2","chr1-23720252-23720969",1.65369277868097,0.0490949753231958,"TCEB3",192751.5,FALSE,"RPL11",FALSE
"chr1",23888754,23913362,24609,"*",0.117900671104426,"CNR2","chr1-23888046-23889461",2.7295139866029,0.00317138792161301,"FUCA1",24608.5,FALSE,"CNR2",TRUE
"chr1",23888754,24187959,299206,"*",0.0680461382610905,"IFNLR1","chr1-23888046-23889461",2.56695328577723,0.00512982164932207,"FUCA1",299205.5,FALSE,"CNR2",FALSE
"chr1",23910852,23913362,2511,"*",0.161249762255458,"CNR2","chr1-23907708-23913996",3.68938492310231,0.000112398440981224,"CNR2",2510,TRUE,"CNR2",TRUE
"chr1",23910852,24187959,277108,"*",0.079931131614233,"IFNLR1","chr1-23907708-23913996",2.82753993031805,0.00234535825577427,"CNR2",277107,FALSE,"CNR2",FALSE
"chr1",23913362,24190785,277424,"*",0.153043536980918,"CNR2","chr1-24189210-24192359",4.18303225886873,1.43823278663078e-05,"IFNLR1",277422.5,FALSE,"IFNLR1",FALSE
"chr1",23913362,24373288,459927,"*",0.184518201132531,"CNR2","chr1-24372928-24373648",4.51475168619665,3.16954987282695e-06,"NIPAL3",459926,FALSE,"NIPAL3",FALSE
"chr1",23943268,24187959,244692,"*",0.0517604980974102,"IFNLR1","chr1-23943175-23943360",1.85752634370341,0.0316181533980995,"PNRC2",244691.5,FALSE,"CNR2",FALSE
"chr1",24187959,24190785,2827,"*",0.144630965195936,"IFNLR1","chr1-24189210-24192359",6.42396921043021,6.6383034217959e-11,"IFNLR1",2825.5,TRUE,"IFNLR1",TRUE
"chr1",24187959,24373288,185330,"*",0.0646413728975214,"IFNLR1","chr1-24372928-24373648",2.20577717397825,0.0136998026376451,"NIPAL3",185329,FALSE,"NIPAL3",FALSE
"chr1",24187959,24419445,231487,"*",0.0906594303653239,"IFNLR1","chr1-24419121-24419768",3.69779055579506,0.000108742107699203,"STPG1",231485.5,FALSE,"NIPAL3",FALSE
"chr1",24187959,24557929,369971,"*",0.149243958345101,"IFNLR1","chr1-24557600-24558257",6.06406344753729,6.63623783307533e-10,"NCMAP",369969.5,FALSE,"RCAN3",FALSE
"chr1",24384759,24415794,31036,"*",-0.0983934575682643,"NIPAL3","chr1-24383909-24385608",-1.76893866361308,0.0384520555219675,"NIPAL3",31035.5,TRUE,"NIPAL3",TRUE
"chr1",24415794,24482584,66791,"*",0.112904766325152,"NIPAL3","chr1-24480553-24484615",1.75388633492622,0.039724992776355,"RCAN3",66790,FALSE,"RCAN3",FALSE
"chr1",24415794,24504931,89138,"*",0.159559587277395,"NIPAL3","chr1-24500773-24509089",2.49402527261826,0.00631517756414577,"RCAN3",89137,FALSE,"RCAN3",FALSE
"chr1",24415794,24727606,311813,"*",-0.0926276777577975,"NIPAL3","chr1-24726970-24728241",-1.75063465301793,0.0400044311027312,"CLIC4",311811.5,FALSE,"CLIC4",FALSE
"chr1",24482584,24502351,19768,"*",0.15760289281496,"RCAN3","chr1-24480553-24484615",1.65505377820122,0.0489567948263359,"RCAN3",19767,TRUE,"RCAN3",TRUE
"chr1",24502351,24504931,2581,"*",0.254882444369072,"RCAN3","chr1-24500773-24509089",2.86970049618885,0.00205430381296637,"RCAN3",2580,TRUE,"RCAN3",TRUE
"chr1",24504931,24745357,240427,"*",-0.104352198021156,"CLIC4","chr1-24500773-24509089",-2.12698315227591,0.016710741530434,"RCAN3",240426,FALSE,"RCAN3",FALSE
"chr1",24733276,24965121,231846,"*",-0.0659501750339491,"RUNX3","chr1-24732484-24734068",-2.04048674820928,0.0206509347943206,"CLIC4",231845,FALSE,"CLIC4",FALSE
"chr1",24745357,24914455,169099,"*",-0.0776752897825166,"CLIC4","chr1-24909406-24919504",-1.99457941242033,0.0230443854183054,"RUNX3",169098,FALSE,"RUNX3",FALSE
"chr1",24848824,24965121,116298,"*",0.0841887214721972,"RUNX3","chr1-24847505-24850142",2.05195099889198,0.0200872124030131,"CLIC4",116297.5,FALSE,"CLIC4",FALSE
"chr1",24857364,24965121,107758,"*",0.103092510845105,"RUNX3","chr1-24856838-24857889",2.34296847725219,0.00956549969070537,"RUNX3",107757.5,TRUE,"RUNX3",TRUE
"chr1",24899329,24965121,65793,"*",0.109380924790265,"RUNX3","chr1-24896283-24902375",2.76621646191111,0.00283554386742299,"RUNX3",65792,TRUE,"RUNX3",TRUE
"chr1",24914455,24965121,50667,"*",0.279990872162115,"RUNX3","chr1-24909406-24919504",8.33067042283615,4.01929128354616e-17,"RUNX3",50666,TRUE,"RUNX3",TRUE
"chr1",24926894,24965121,38228,"*",0.155567082732573,"RUNX3","chr1-24920221-24933567",3.97429705137078,3.52937107284097e-05,"RUNX3",38227,TRUE,"RUNX3",TRUE
"chr1",24964921,24965121,201,"*",0.0956655747285532,"RUNX3","chr1-24962249-24967593",2.42250913414666,0.00770686913209783,"RUNX3",200,TRUE,"RUNX3",TRUE
"chr1",24965121,25065582,100462,"*",0.196050551722859,"RUNX3","chr1-25064443-25066720",4.9065143957919,4.63545936363125e-07,"RUNX3",100460.5,TRUE,"RUNX3",TRUE
"chr1",24965121,25100252,135132,"*",0.103302744965475,"RUNX3","chr1-25098270-25102233",2.06723274270923,0.0193561141535853,"SYF2",135130.5,FALSE,"RUNX3",TRUE
"chr1",25443497,25543580,100084,"*",0.0644473027625672,"LDLRAP1","chr1-25443304-25443689",2.3254392561922,0.0100242422208835,"TMEM57",100083.5,FALSE,"LDLRAP1",TRUE
"chr1",25474341,25617468,143128,"*",0.110570136756597,"MAN1C1","chr1-25473579-25475102",2.16371930738234,0.0152429491494023,"TMEM57",143127.5,FALSE,"LDLRAP1",FALSE
"chr1",25476414,25617468,141055,"*",0.050549779778654,"MAN1C1","chr1-25476225-25476602",1.83406553716505,0.033322133174534,"TMEM57",141054.5,FALSE,"LDLRAP1",FALSE
"chr1",25543580,25561790,18211,"*",0.143025539985268,"LDLRAP1","chr1-25559446-25564134",1.74441906682986,0.0405430213257453,"LDLRAP1",18210,TRUE,"LDLRAP1",TRUE
"chr1",25543580,25774781,231202,"*",0.168628419201783,"LDLRAP1","chr1-25773429-25776132",2.00070885628362,0.0227118872319245,"SEPN1",231200.5,FALSE,"STMN1",FALSE
"chr1",25561790,25617468,55679,"*",0.0842153796561441,"MAN1C1","chr1-25559446-25564134",1.72286444865206,0.0424565203405052,"LDLRAP1",55678,FALSE,"LDLRAP1",FALSE
"chr1",25565997,25617468,51472,"*",0.0838474716453108,"MAN1C1","chr1-25564754-25567240",1.93190002352044,0.0266859234460779,"LDLRAP1",51471,FALSE,"LDLRAP1",FALSE
"chr1",25617468,25669057,51590,"*",0.0809224583691423,"MAN1C1","chr1-25668718-25669396",1.80578691083605,0.0354758153944986,"MAN1C1",51589,TRUE,"MAN1C1",TRUE
"chr1",25617468,25676763,59296,"*",0.106523803679307,"MAN1C1","chr1-25675700-25677825",2.17495390109289,0.0148167855424373,"MAN1C1",59294.5,TRUE,"MAN1C1",TRUE
"chr1",25617468,25766384,148917,"*",0.0964871994093557,"MAN1C1","chr1-25765318-25767449",1.92100913031871,0.0273652782163129,"SEPN1",148915.5,FALSE,"STMN1",FALSE
"chr1",25617468,25770632,153165,"*",0.104287252856048,"MAN1C1","chr1-25769180-25772084",2.27338837008096,0.011501393181587,"SEPN1",153164,FALSE,"STMN1",FALSE
"chr1",25617468,25774781,157314,"*",0.136008814927277,"MAN1C1","chr1-25773429-25776132",2.86005016066263,0.00211787002513122,"SEPN1",157312.5,FALSE,"STMN1",FALSE
"chr1",25617468,25906228,288761,"*",0.0739680055749413,"MAN1C1","chr1-25904698-25907757",1.65047877309995,0.0494225256747487,"STMN1",288759.5,FALSE,"STMN1",FALSE
"chr1",25906228,25906991,764,"*",0.0698072034901905,"STMN1","chr1-25904698-25907757",1.89708178188698,0.0289085726296162,"STMN1",763.5,TRUE,"STMN1",TRUE
"chr1",26279176,26378514,99339,"*",0.108596538801908,"SH3BGRL3","chr1-26377871-26379157",3.40343174863195,0.000332725181713611,"ZNF683",99338,FALSE,"CD52",FALSE
"chr1",26279176,26384292,105117,"*",0.0621242726729285,"SH3BGRL3","chr1-26384091-26384492",3.82777244113888,6.46541103385308e-05,"ZNF683",105115.5,FALSE,"CD52",FALSE
"chr1",26317957,26542338,224382,"*",-0.131874792276815,"CD52","chr1-26537188-26547487",-2.00820994833032,0.0223104931513403,"RPS6KA1",224380.5,FALSE,"CD52",TRUE
"chr1",26317957,26648293,330337,"*",-0.124496956211841,"CD52","chr1-26647696-26648889",-1.80165649266292,0.0357997335940348,"ARID1A",330335.5,FALSE,"CD52",TRUE
"chr1",27629251,27934993,305743,"*",0.155755882457126,"SMPDL3B","chr1-27621034-27637468",2.21501968597465,0.013379356669211,"FGR",305742,FALSE,"SMPDL3B",TRUE
"chr1",27629251,28088696,459446,"*",0.0701916509842295,"EYA3","chr1-27621034-27637468",2.16080557493171,0.015355180626928,"FGR",459445,FALSE,"SMPDL3B",FALSE
"chr1",27864320,27934993,70674,"*",0.186164999057458,"SMPDL3B","chr1-27862082-27866557",2.74063921748025,0.00306598991344435,"THEMIS2",70673.5,FALSE,"SMPDL3B",TRUE
"chr1",27864320,28088696,224377,"*",0.0714490136959729,"EYA3","chr1-27862082-27866557",2.25463363272372,0.0120781672818162,"THEMIS2",224376.5,FALSE,"SMPDL3B",FALSE
"chr1",27864320,28193936,329617,"*",0.246855017579647,"PTAFR","chr1-27862082-27866557",2.75316428458584,0.00295111349599709,"THEMIS2",329616.5,FALSE,"SMPDL3B",FALSE
"chr1",27876376,27934993,58618,"*",0.138337562808877,"SMPDL3B","chr1-27871734-27881017",1.77700054987856,0.0377840746794883,"THEMIS2",58617.5,FALSE,"SMPDL3B",TRUE
"chr1",27876376,28193936,317561,"*",0.190798472976321,"PTAFR","chr1-27871734-27881017",2.07695333061891,0.0189029334103532,"THEMIS2",317560.5,FALSE,"SMPDL3B",FALSE
"chr1",27887726,27934993,47268,"*",0.180807164702385,"SMPDL3B","chr1-27881732-27893719",2.36249521268147,0.00907618794441103,"THEMIS2",47267.5,FALSE,"SMPDL3B",TRUE
"chr1",27887726,28088696,200971,"*",0.0621457457956873,"EYA3","chr1-27881732-27893719",1.77445731375731,0.0379937684099928,"THEMIS2",200970.5,FALSE,"SMPDL3B",FALSE
"chr1",27887726,28193936,306211,"*",0.22552184765896,"PTAFR","chr1-27881732-27893719",2.3325554273648,0.00983574531431909,"THEMIS2",306210.5,FALSE,"SMPDL3B",FALSE
"chr1",27904546,27934993,30448,"*",0.121682479355184,"SMPDL3B","chr1-27903938-27905153",1.74068242126404,0.0408696306351696,"RPA2",30447.5,FALSE,"SMPDL3B",TRUE
"chr1",27904546,28193936,289391,"*",0.157880219158976,"PTAFR","chr1-27903938-27905153",1.76240170913191,0.039000725042461,"RPA2",289390.5,FALSE,"SMPDL3B",FALSE
"chr1",27934993,27942843,7851,"*",0.177218646227737,"SMPDL3B","chr1-27939883-27945802",2.34344455952955,0.00955330081482945,"SMPDL3B",7849.5,TRUE,"SMPDL3B",TRUE
"chr1",27934993,27979564,44572,"*",0.148969477269828,"SMPDL3B","chr1-27978911-27980217",1.86319286890623,0.0312175679101731,"XKR8",44571,FALSE,"SMPDL3B",TRUE
"chr1",27934993,28112105,177113,"*",0.19579015150777,"SMPDL3B","chr1-28110559-28113651",2.69986347318509,0.00346839680233343,"EYA3",177112,FALSE,"EYA3",FALSE
"chr1",27934993,28174255,239263,"*",0.121779755430328,"SMPDL3B","chr1-28171000-28177510",1.70170023778399,0.0444057879142139,"PTAFR",239262,FALSE,"PTAFR",FALSE
"chr1",27942843,28193936,251094,"*",0.191351400619573,"PTAFR","chr1-27939883-27945802",1.79904323345286,0.0360059210531313,"SMPDL3B",251093.5,FALSE,"SMPDL3B",FALSE
"chr1",27979564,28088696,109133,"*",0.059594286913978,"EYA3","chr1-27978911-27980217",1.84317845974196,0.0326514793957277,"XKR8",109132,FALSE,"SMPDL3B",FALSE
"chr1",28088696,28112105,23410,"*",0.0598267838318067,"EYA3","chr1-28110559-28113651",1.82932576538108,0.0336754105302105,"EYA3",23409,TRUE,"EYA3",TRUE
"chr1",28088696,28127256,38561,"*",0.0718535185379452,"EYA3","chr1-28126225-28128287",2.69321934190968,0.00353828483650729,"EYA3",38560,TRUE,"EYA3",TRUE
"chr1",28088696,28174255,85560,"*",0.056158298003212,"EYA3","chr1-28171000-28177510",1.67688073270663,0.0467829032547551,"PTAFR",85559,FALSE,"PTAFR",FALSE
"chr1",28112105,28193936,81832,"*",0.26859447505006,"PTAFR","chr1-28110559-28113651",2.95476461457355,0.00156453843349365,"EYA3",81831,FALSE,"EYA3",FALSE
"chr1",28115589,28193936,78348,"*",0.176014511154667,"PTAFR","chr1-28114769-28116408",1.76490660832555,0.0387897314441187,"EYA3",78347.5,FALSE,"EYA3",FALSE
"chr1",28127256,28193936,66681,"*",0.167257404297579,"PTAFR","chr1-28126225-28128287",1.71153309143919,0.0434913739140178,"EYA3",66680,FALSE,"EYA3",FALSE
"chr1",28136183,28193936,57754,"*",0.17232637780668,"PTAFR","chr1-28135153-28137213",1.73827978131852,0.0410807635983542,"EYA3",57753,FALSE,"EYA3",FALSE
"chr1",28139486,28193936,54451,"*",0.187924627492116,"PTAFR","chr1-28138665-28140307",1.90331415268498,0.0284997826121433,"EYA3",54450,FALSE,"EYA3",FALSE
"chr1",28174255,28193936,19682,"*",0.179032437363284,"PTAFR","chr1-28171000-28177510",1.85803654921399,0.0315819121054948,"PTAFR",19681,TRUE,"PTAFR",TRUE
"chr1",31955936,32251239,295304,"*",-0.197825375048394,"LCK","chr1-31953307-31958564",-2.04276806827561,0.0205377014767088,"PTP4A2",295303.5,FALSE,"LCK",TRUE
"chr1",32251239,32274859,23621,"*",0.165270879599633,"LCK","chr1-32272247-32277470",2.05006376660939,0.0201791043074649,"HDAC1",23619.5,FALSE,"LCK",TRUE
